"id_skill","Skill","description"
"c842be42-81b3-40f2-904c-ea8790ac88bd","negotiate supplier arrangements","Reach an agreement with the supplier upon technical, quantity, quality, price, conditions, storage, packaging, send-back and other requirements related to the purchasing and delivering process."
"c84b98b2-36bd-4742-84b6-9e5c30ce1407","communicate by use of interpretation services","Communicate through the help of an interpreter to facilitate verbal communication and cultural mediation."
"c854e889-b666-4011-afcb-1a3080978419","maximise efficiency of crane operations","Minimise crane operations, additional crane movements, or 're-stows' by effectively planning the organisations of containers in vessels. Analyse delivery schedules and movements for maximum efficiency, minimum cost, and smooth operations."
"c8563d5d-9204-4337-870d-687b0d102972","mark the stage area","Interpret the designs and other scenic drawings to clearly mark the information from the ground plans to the stage area."
"c857adde-6f65-43a2-9a9e-5516c51715b9","conduct fish populations studies","Study captive fish populations to determine survival, growth, and migration."
"c85dd84e-e01a-4b42-b0d1-886cea74b825","spray test panel","Spray the lacquer test panel using a spray gun."
"c863e6a4-ddab-4314-bc9a-2f6b0aee143d","modify scenic elements during performance","Change-over of scenic elements during performance, and follow the relevant documentation during performance."
"c8665888-bf94-4ca8-accb-0b8ab1e82e09","operate table saw","Handle an industrial table saw, which cuts with a rotating circular blade built into a table. Set the height of the saw to control the depth of the cut. Pay particular attention to safety, as factors such as natural stresses within the wood may produce unpredictable forces."
"c86b32fc-1368-432b-93e4-b5378ebdd94f","ensure envelope quality","Check if the scoring, folding, and gumming quality is correct for envelope and flap dimensions, squareness, and throat size by examining the materials and machine output. Make adjustments to the machine settings if necessary."
"c86dab1d-2ef6-4a05-b8da-d9312262ef36","carry out physical training","Plan and carry out a physical training regimen (daily) to maintain a good physical condition."
"c87c5366-c9a9-4205-8333-4938a9c384ad","maintain a safe, hygienic and secure working environment","Preserve health, hygiene, safety and security in the workplace in accordance with relevant regulations."
"c881ddd2-9c0e-4743-bd24-36be650493dd","manage several projects","Oversee and direct the development of several projects running independently. Ensure coherence and leveraging forces among projects in order to secure an overall success and profitability."
"c88305ac-bf49-40bb-acaa-44ab3cb94ec3","notate different dances","Use dance noting techniques to notate different forms of dance."
"c8927d77-e274-43f6-8eac-471ec93c190e","repair router machinery","Repair broken components or systems of machinery and equipment used for the cutting various hard materials, using hand and power tools."
"c895c0d8-40cf-4db8-a464-786a94ca7f68","operate laser plate maker machine","Maintain and handle laser plate making equipment, which converts electronic data to plates without the use of photographic film. Use erasers and needles to perform minor deletions, additions or corrections to complete these materials."
"c89a26a1-96ef-48d7-abfe-bf4b8e3bbe1c","literary techniques","The various approaches an author can use to enhance their writing and produce a specific effect; this can be the choice of a specific genre or the use of metaphors, allusions, and word play."
"c89a3068-fe2d-404a-b505-eeeee71b3da0","manage agritourism activities","Manage staff for agri-tourism activities on the farm such as planning and promoting products and services, B&B services, small scale catering, agri-tourism activities and leisure or selling of small-scale local farm products. Train staff to carry out the different services according to the plan."
"c89d7efa-1b18-47f0-9bae-fda724cf71f2","horary astrology","The branch of horoscopic astrology where astrologers create horoscopes for the moment they receive a question, which is then used to answer that question."
"c8a3abc4-17cb-4381-a3c0-79297b3b0571","clean tyres","Clean the completed tyres in order to prepare them for painting."
"c8aae1f6-eab3-41a9-9e2f-f5bc0f8ef0bd","negotiate loan agreements","Negotiate with banking professionals or other parties functioning as lenders in order to negotiate the interest rates and other aspects of the loan contract in order to obtain the most beneficial agreement for the borrower."
"c8ab7e5b-b786-412f-a519-dfd93517b698","study media sources","Study various media sources such as broadcasts, print media, and online media in order to gather inspiration for the development of creative concepts."
"c8ac1986-38fa-43b2-89dc-50a4beeb420e","electricity","Understand the principles of electricity and electrical power circuits, as well as the associated risks."
"c8b34758-5954-4388-b475-a4e57b3906ac","green water incubation technology","The green water incubation technology used during aquaculture hatchery."
"c8b5b67b-d8d9-4857-bb26-1e35faf2ce22","clean road vehicles","Clean and maintain vans, buses and any other road vehicles to ensure safe operating conditions."
"c8bd9f9f-0ec6-447a-ab78-ad6eeeed9aa8","electrical testing methods","Test procedures performed on electrical equipment and machinery in order to check the performance and quality of the electrical equipment and their adherence to specifications. During these tests electrical properties, such as voltage, current, resistance, capacitance, and inductance, are measured using electrical measuring equipment, such as multimeters, oscilloscopes, and voltmeters."
"c8c18b8d-a813-49f8-a702-689564dcf8b2","electric generators","The principles and operations of devices that can convert mechanical energy into electrical energy, such as dynamos and alternators, rotors, stators, armatures, and fields."
"c8c283af-3d77-4212-93ab-1b3de6a79e96","understand spoken Romanian","Comprehend orally expressed Romanian."
"c8c32b0c-acaa-42b0-ae3d-dc92624a8133","write charity grant proposals","Write project proposals to be developed by the charity organisation in order to obtain funds and grants from national or international organisations or local authorities which provide such funding."
"c8c626b9-b333-46da-8532-8ca54bef5c7e","help prepare lifeboats","Assist sailors in preparing lifeboats for the journey and provide engineering knowledge for the maintenance and repair of lifeboats."
"c8c8f437-21dc-474a-aea6-f0a9946aef05","rewrite articles","Rewrite articles to correct errors, make them more appealing to the audience, and to ensure that they fit within time and space allotments."
"c8ca84c8-7eb7-493f-9178-729f46b7591a","set up tote board","Install and the tote board used to display information relevant to tote betting at an event."
"c8cb1d0a-079c-4abd-bdf5-178993dee2d8","monitor sugar uniformity","Monitor that the sugar and centrifuged products are uniform and comply with quality standards."
"c8cfa83b-bc13-4f8c-97b7-5269119fa4d6","filing machine parts","The various parts, their characteristics and applications, of a machine designed to file and finish metal, wood or plastic workpieces, such as a cone point file, set screw, centre plate, adapter, file band, upper guide, post, back-up support, and others."
